Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
2775,249.6,343.347,12.892,115.471,350.358,510.745,640.409,734.07,943.162,1352.914,0.003
2780,8223.4,242.694,0.608,80.255,194.485,362.668,519.761,623.792,838.833,1484.296,0.004
2785,8207.2,252.98,0.684,84.859,209.064,374.864,536.593,638.773,844.788,1526.459,0.004
2790,7443.2,272.028,0.916,91.893,217.434,410.221,579.765,686.846,899.171,1683.488,0.004
2795,6858.8,299.801,0.68,96.125,236.299,453.849,649.428,773.046,1014.244,1700.868,0.003
2800,6576.8,313.527,0.98,108.321,250.69,469.071,664.758,792.559,1050.204,2051.552,0.003
2805,2726.2,838.051,0.651,87.321,258.408,586.843,3893.464,4184.254,4420.728,5191.562,0.001
2810,4974,362.872,1.362,128.815,296.859,543.249,753.834,895.911,1183.777,2272.81,0.003
2815,3516.6,1158.137,0.839,129.434,301.059,573.681,7248.424,7649.337,7946.724,8833.356,0.001
2820,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2825,8038,256.598,0.869,81.548,205.671,377.36,556.612,676.867,905.949,1662.102,0.004
2830,8255.6,246.02,0.705,85.269,198.878,366.813,522.052,622.41,823.327,1649.806,0.004
2835,7578.4,268.696,1.023,82.017,208.186,405.153,594.095,711.597,947.116,1757.745,0.004
2840,7314.4,284.043,0.836,88.86,226.966,423.212,619.912,739.933,986.734,1829.492,0.004
2845,6680,307.964,0.727,99.212,246.872,464.333,663.677,786.053,1031.499,1764.276,0.003
2850,6732.2,308.647,0.879,103.659,250.052,459.425,654.985,789.547,1066.136,1933.971,0.003
2855,5064.4,733.773,1.472,121.057,299.643,591.656,1004.887,5108.342,5568.021,6664.101,0.001
2860,1089.8,308.088,0.91,121.384,260.63,439.258,626.947,763.76,986.561,1484.186,0.003
2865,8301.6,244.578,1.04,84.973,197.32,362.324,522.053,622.398,823.603,1322.386,0.004
2870,8251.4,248.181,0.844,80.292,202.381,369.787,534.337,639.578,845.713,1414.694,0.004
2875,7529.2,274.565,0.984,91.197,220.724,410.221,589.086,698.916,925.734,1600.893,0.004
2880,7066.8,290.567,0.735,103.714,236.577,433.446,607.202,714.861,963.243,1711.996,0.003
2885,6413,318.536,1.233,103.925,258.371,480.046,678.05,803.72,1067.818,1941.055,0.003
2890,5558.8,482.601,1.009,103.122,255.447,504.794,849.713,2716.914,3194.475,4106.448,0.002
2895,3875,362.883,0.935,126.543,291.939,548.361,763.223,900.167,1168.007,10228.539,0.003
2900,1646.6,2511.223,1.528,104.885,317.776,1164.126,9282.962,9481.456,9839.81,10443.054,0
2905,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2910,7966,250.468,0.919,88.567,206.097,368.673,527.317,632.447,826.925,1690.155,0.004
2915,7933.6,259.37,0.716,88.162,209.307,385.495,553.7,663.227,879.058,1628.977,0.004
2920,7602.6,267.008,0.67,78.033,202.004,403.653,597.673,722.711,960.013,1804.716,0.004
2925,7381.6,278.761,0.955,98.712,228.665,415.581,581.982,692.304,919.949,1691.222,0.004
2930,6432.2,319.719,0.828,103.458,253.596,483.377,687.338,815.399,1099.41,2120.803,0.003
2935,6498.6,310.853,1.262,97.839,250.012,469.137,669.056,794.811,1051.559,1891.475,0.003
2940,6053,343.922,1.019,121.016,278.875,511.878,722.989,859.9,1145.831,2279.581,0.003
2945,5655.4,401.913,1.24,113.252,285.294,545.455,788.08,948.476,1349.977,11702.041,0.002
2950,918.4,4344.607,1.028,92.271,369.129,10010.704,10257.148,10358.757,10545.359,11172.791,0
2955,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
2960,7287.4,263.196,0.922,97.222,218.296,386.905,548.246,655.753,867.657,1485.928,0.004
2965,8047.8,251.43,0.788,78.02,200.975,379.35,543.891,652.369,869.301,1552.653,0.004
2970,7405,275.687,0.942,94.651,224.399,411.829,585.028,693.792,906.786,1623.419,0.004
2975,7075,293.576,1.169,98.556,236.473,438.111,623.467,745.688,996.501,1930.271,0.003
2980,6645,305.307,1.127,93.104,237.879,465.877,663.824,798.445,1057.803,1972.655,0.003
2985,6474.4,326.658,0.771,111.172,267.51,484.202,694.547,817.505,1082.345,1915.111,0.003
2990,6022.8,335.539,1.24,109.336,267.189,510.535,714.557,845.432,1115.55,1825.272,0.003
2995,5612.8,365.669,0.996,122.528,286.03,552.874,786.942,934.35,1227.558,2132.863,0.003
3000,3421.8,1548.656,0.909,124.3,332.374,680.933,10105.761,10378.873,10652.19,12040.605,0.001
3005,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3010,3082,259.053,1.044,85.379,211.373,387.016,556.608,663.525,893.291,1457.474,0.004
3015,8085.8,252.698,0.664,83.233,207.571,372.069,538.408,645.319,860.061,1648.93,0.004
3020,8199.6,250.13,0.788,81.73,199.857,375.126,539.565,642.019,851.8,1898.786,0.004
3025,7345.8,279.7,0.857,90.654,224.746,418.308,605.556,713.805,949.404,1532.748,0.004
3030,7052.6,296.465,0.453,96.218,236.942,444.35,634.214,759.594,1022.628,8882.165,0.003
3035,2219.8,1581.382,0.828,104.544,294.879,678.723,7224.112,7467.195,7835.503,8445.86,0.001
3040,1537,355.384,2.065,148.343,294.202,516.971,707.551,837.858,1123.951,2005.117,0.003
3045,6012.4,340.897,0.503,93.821,263.774,518.492,753.637,901.632,1218.563,9267.442,0.003
3050,1265.8,2727.626,0.723,112.653,339.118,7799.051,8044.245,8228.467,8502.426,8986.966,0
3055,2155.6,288.675,1.42,107.862,247.031,427.672,596.233,697.923,900.972,1462.532,0.003
3060,8386.8,246.116,0.788,87.207,200.072,365.119,521.108,618.527,815.783,1435.345,0.004
3065,7769,263.382,0.906,92.206,214.8,389.6,556.047,660.717,882.465,2374.61,0.004
3070,6464.6,321.54,1.039,89.427,224.957,440.771,752.752,1002.952,1418.111,2261.986,0.003
3075,6758.6,302.211,0.562,105.316,237.198,452.806,644.905,768.55,1042.869,1790.293,0.003
3080,6682.8,301.814,0.73,92.116,232.377,455.819,665.222,795.061,1045.468,1638.773,0.003
3085,6493.4,313.057,0.561,90.514,247.353,474.708,684.658,824.64,1109.74,2048.932,0.003
3090,4789.2,799.377,1.639,128.375,307.799,600.92,1027.777,5603.895,6037.027,6707.625,0.001
3095,829.6,342.402,2.861,151.744,300.694,483.799,659.93,798.697,1052.69,1398.243,0.003
3100,8039.8,253.071,0.812,90.306,209.136,372.047,533.919,633.24,837.53,1639.288,0.004
3105,7964,260.381,0.972,84.257,208.932,389.597,561.754,669.324,896.457,1458.985,0.004
3110,7234.6,281.193,0.82,92.211,222.694,419.839,604.637,719.746,994.965,1841.452,0.004
3115,6958,294.242,1.048,104.826,244.932,433.838,616.996,732.049,963.272,1598.061,0.003
3120,4823,422.802,1.07,112.241,276.936,513.627,1007.936,1620.107,1978.969,3070.451,0.002
3125,5965.8,343.551,1.074,113.957,274.65,513.442,734.447,874.146,1165.757,2309.911,0.003
3130,6198.4,331.538,0.608,98.738,258.803,504.839,730.493,861.214,1157.9,2010.911,0.003
3135,5914.4,340.219,0.976,107.12,262.598,509.404,741.988,892.164,1215.018,2143.013,0.003
3140,7739.4,267.664,0.592,87.025,211.315,400.009,583.763,698.189,933.594,1705.922,0.004
3145,7258.4,282.45,0.864,96.51,229.309,422.378,597.866,710.412,931.039,1758.951,0.004
3150,7292,280.996,0.828,96.827,228.567,417.593,594.686,704.531,925.88,1517.465,0.004
3155,6472.6,323.803,0.929,108.879,258.605,489.705,693.032,818.885,1099.361,1837.754,0.003
3160,6395,317.759,0.75,93.902,242.848,486.512,702.336,841.596,1117.302,2071.687,0.003
3165,5789,348.356,0.949,116.263,278.937,529.026,738.664,871.109,1146.781,2130.104,0.003
3170,5647.8,416.548,1.149,112.093,281.938,557.171,909.902,1466.862,1956.607,3025.377,0.002
3175,4202.4,1285.991,2.187,143.544,351.156,684.793,1515.892,9633.536,9980.83,10715.4,0.001
3180,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3185,1523.2,266.02,1.719,91.348,226.766,394.904,560.054,659.676,861.851,1773.735,0.004
3190,8535.8,241.097,1.022,82.339,198.228,358.063,511.133,614.786,805.374,1327.675,0.004
3195,8526.8,243.288,0.818,78.242,194.293,364.127,525.498,624.37,828.965,1399.438,0.004
3200,7645.4,265.94,0.943,85.636,211.67,398.896,576.241,690.617,900.992,1489.829,0.004
3205,7428.2,277.516,1.333,90.146,220.324,416.922,597.458,712.553,949.956,2252.023,0.004
3210,6588,310.505,0.788,107.599,252.159,462.076,656.341,776.327,1035.756,1809.641,0.003
3215,6420,325.007,0.969,104.657,252.492,484.975,700.022,845.209,1153.83,2062.637,0.003
3220,6085,332.419,1.04,104.238,259.372,508.888,717.764,853.758,1141.686,1939.742,0.003
3225,5596.6,372.143,0.929,119.976,298.829,548.803,805.857,964.593,1316.738,2749.713,0.003
3230,5514.2,373.954,1.453,110.889,290.715,565.113,801.77,938.664,1255.687,11111.029,0.003
3235,1293.4,3221.15,1.703,146.735,381.487,9388.913,9804.776,9944.845,10176.753,10725.345,0
3240,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3245,5124,369.086,0.961,110.474,243.655,460.291,786.63,1422.609,1753.305,2447.369,0.003
3250,7863.2,261.689,0.954,85.056,209.499,393.988,563.137,668.336,883.572,1431.02,0.004
3255,7304.8,277.866,0.889,100.769,228.391,411.812,585.566,697.145,917.274,1619.676,0.004
3260,6939.2,299.781,0.88,94.58,238.654,452.751,644.69,770.804,1030.554,4151.068,0.003
3265,2485.8,2101.199,0.513,124.176,337.318,2837.459,8895.65,8958.342,9646.68,12394.962,0
3270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3275,3418.4,260.438,1.352,85.731,218.642,387.48,554.263,659.691,862.69,1425.343,0.004
3280,8811,232.511,0.782,70.598,182.846,342.903,512.317,624.784,838.774,1596.104,0.004
3285,8083,253.559,0.766,84.284,205.578,378.653,542.765,642.579,847.761,1488.515,0.004
3290,7574.6,274.055,0.949,87.11,216.663,413.151,592.26,708.288,946.93,1574.99,0.004
3295,7348.2,284.298,1.087,105.71,232.589,419.487,596.3,698.904,939.249,1813.748,0.004
3300,6347,315.98,1.046,100.31,244.756,479.152,688.166,820.853,1079.986,2031.97,0.003
3305,6419.6,319.294,1.111,105.294,255.428,480.773,682.703,803.791,1059.638,2102.485,0.003
3310,5776.6,361.918,1.449,124.884,296.098,536.962,757.843,901.881,1204.76,2173.861,0.003
3315,5540,363.949,1.189,116.179,297.354,546.569,785.706,925.601,1225.999,1913.636,0.003
3320,5330.4,544.622,0.906,133.198,316.58,625.9,970.32,2959.494,3650.261,4363.316,0.002
3325,3270.4,357.874,0.912,110.865,241.161,442.908,659.936,796.075,3108.601,3629.937,0.003
3330,7038.8,286.228,1.147,95.134,224.455,423.226,618.971,748.236,1011.325,1668.835,0.003
3335,7396.2,279.613,1.014,95.868,224.559,417.692,601.787,709.393,939.797,1886.782,0.004
3340,6879.8,301.99,0.994,93.557,236.132,450.453,665.466,797.315,1058.894,1828.312,0.003
3345,4648.2,560.758,0.89,120.144,289.574,552.341,979.309,2995.096,3479.337,4838.599,0.002
3350,4278,354.853,0.812,119.391,277.053,510.836,726.233,871.044,1190.532,8184.858,0.003
3355,688,4113.191,1.4,146.387,6644.971,6969.91,7181.894,7338.232,7606.105,8177.441,0
3360,4611.4,257.951,0.843,94.665,212.474,384.315,540.805,639.228,842.174,1273.662,0.004
3365,8034.2,257.412,0.857,83.669,206.814,381.051,556.755,665.08,884.792,1561.589,0.004
3370,7769,264.26,0.996,84.867,210.736,396.412,567.512,680.661,909.365,1535.557,0.004
3375,7048.8,290.027,1.304,103.936,238.599,430.838,607.336,718.31,952.454,1844.6,0.003
3380,6745.4,302.962,0.778,114.501,247.859,449.327,629.009,729.869,974.635,1932.201,0.003
3385,6370.8,328.529,0.634,100.669,259.854,493.09,717.018,858.437,1147.826,2019.8,0.003
3390,5996.4,338.143,0.989,117.996,270.498,514.664,712.305,837.381,1100.2,2184.463,0.003
3395,5726.8,353.776,1.021,109.867,279.51,538.14,773.801,912.351,1201.19,2088.578,0.003
3400,5499.2,369.898,1.016,113.5,290.822,564.179,806.696,952.455,1275.409,2200.688,0.003
3405,5332.2,380.374,1.009,131.462,298.096,573.801,810.394,960.776,1278.487,3670.896,0.003
3410,4317.6,471.093,1.287,114.204,246.913,474.574,931.024,2360.202,2686.627,3294.898,0.002
3415,4784.6,436.661,1.371,107.018,248.576,479.659,901.461,2028.441,2385.104,3328.828,0.002
3420,6807.8,297.31,0.837,104.077,237.798,447.37,631.756,740.394,959.781,1724.318,0.003
3425,6389.4,324.377,0.946,115.728,265.481,482.553,673.224,808.699,1066.491,1751.628,0.003
3430,3848.6,708.661,0.946,100.532,267.034,569.99,3375.971,3685.296,6413.844,7458.108,0.001
3435,1243.2,1109.957,1.174,204.444,507.414,2720.97,3147.169,3175.498,3851.701,4935.397,0.001
3440,3793.6,1461.03,1.562,114.386,286.004,566.077,10664.48,11003.496,11366.305,12366.533,0.001
3445,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3450,1674.6,358.578,1.801,116,289.168,529.349,769.905,925.619,1224.783,1993.449,0.003
3455,6522.6,306.328,0.686,104.942,240.039,456.035,660.353,786.064,1063.947,1700.102,0.003
3460,7755,263.283,0.73,80.699,208.268,395.071,575.845,692.871,905.259,1526.051,0.004
3465,7754.4,265.67,0.688,86.572,216.141,397.507,570.056,673.553,886.782,1544.688,0.004
3470,6863.2,300.444,0.947,97.936,236.768,450.331,644.59,770.318,1032.861,1765.225,0.003
3475,6733.8,302.829,1.12,99.715,245.591,454.998,645.147,768.705,1022.187,1704.949,0.003
3480,6087.4,342.505,1.122,112.876,271.885,516.918,733.422,866.84,1149.421,1957.92,0.003
3485,6095.8,333.489,1.079,114.103,265.723,501.021,714.181,839.586,1125.377,1885.663,0.003
3490,5489.6,376.472,1.476,119.041,298.347,571.588,810.409,957.463,1271.351,2367.926,0.003
3495,5477.4,371.216,1.163,114.565,294.653,559.983,803.082,953.124,1293.86,2286.597,0.003
3500,5372,377.568,1.421,123.492,300.093,570.148,813.308,951.486,1260.832,2457.451,0.003
3505,7121.6,445.822,1.119,98.391,236.749,458.276,715.195,3082.866,3413.524,4327.157,0.002
3510,2774.6,321.525,1.128,129.864,257.823,480.729,666.646,774.84,1047.291,1724.952,0.003
3515,7372.8,279.452,1.329,91.215,221.553,419.365,601.907,714.051,956.437,1715.26,0.004
3520,6353.8,322.783,0.544,107.149,259.353,480.201,686.557,824.864,1115.846,2004.305,0.003
3525,6246.8,333.505,0.611,97.697,262.234,509.65,734.253,871.395,1148.115,2160.27,0.003
3530,4096.2,495.929,0.946,125.169,308.072,615.16,1545.773,1891.82,2239.72,3421.319,0.002
3535,4644.8,1294.835,0.87,123.333,305.785,632.112,1124.298,10958.966,11597.65,12121.803,0.001
3540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000
3545,348.8,380.806,21.178,268.364,349.072,479.414,632.486,726.071,909.42,1236.134,0.003
3550,7773.4,256.92,1.318,95.941,211.581,373.497,536.52,645.295,853.991,1796.955,0.004
3555,8305.2,249.525,0.79,83.253,202.136,372.717,530.772,636.98,845.582,1671.245,0.004
3560,7401.6,276.775,0.991,95.248,224.382,415.842,586.758,689.934,913.803,1670.144,0.004
3565,7051.4,295.421,1.016,96.157,236.902,441.967,639.18,758.327,982.321,1901.576,0.003
3570,4114.8,488.486,0.564,119.051,285.774,573.106,1464.21,1930.664,2420.309,3257.793,0.002
3575,6259,328.053,1.324,110.25,256.788,493.128,704.007,842.261,1119.776,1809.417,0.003
3580,5884.6,352.46,1.147,110.294,279.782,535.907,770.409,906.745,1185.229,1983.917,0.003
3585,5892.2,349.367,0.827,108.63,271.816,528.311,758.991,906.198,1216.048,2153.718,0.003
3590,6735.8,293.412,0.908,93.979,225.225,431.885,645.533,783.597,1053.955,1855.795,0.003
3595,6986,263.591,0.555,89.541,209.849,393.491,563.24,669.358,913.21,1553.61,0.004
